,index,Escola,UF,Município,Endereço
2384,75627,ESCOLA CASTRO ALVES,BA,Gentio do Ouro,"POVOADO DE AGUA DOCE, PREDIO. ZONA RURAL. 47450-000 Gentio do Ouro - BA."
2385,75628,ESCOLA ANA NERY,BA,Gentio do Ouro,"POVOADO DE SAO FELIPE 1, PREDIO. ZONA RURAL. 47450-000 Gentio do Ouro - BA."
2386,75629,ESCOLA DEPUTADO REINALDO BRAGA,BA,Gentio do Ouro,"POVOADO DE RIACHO DO CEDRO, PREDIO. ZONA RURAL. 47450-000 Gentio do Ouro - BA."
2387,75630,ESC DOIS DE JULHO,BA,Gentio do Ouro,"POVOADO DE SAO DOMINGOS, PREDIO. ZONA RURAL. 47450-000 Gentio do Ouro - BA."
2388,75631,ESCOLA SAO PEDRO,BA,Gentio do Ouro,"POVOADO DE AROEIRA, PREDIO. ZONA RURAL. 47450-000 Gentio do Ouro - BA."
2389,75632,JOSE BONIFACIO,BA,Gentio do Ouro,"POVOADO DE BAIXA GRANDE, CASA. ZONA RURAL. 47450-000 Gentio do Ouro - BA."
2390,75633,ESCOLA MARIA QUITERIA,BA,Gentio do Ouro,"POVOADO DE SAO PLACIDO, PREDIO. ZONA RURAL. 47450-000 Gentio do Ouro - BA."
2391,75634,ESCOLA PRESIDENTE MEDICE,BA,Gentio do Ouro,"POVOADO DE BARRIGUDA, PREDIO. ZONA RURAL. 47450-000 Gentio do Ouro - BA."
2392,75635,ESCOLA ADELINO ALVES ALMEIDA,BA,Gentio do Ouro,"POVOADO DE PACHECO, PREDIO. ZONA RURAL. 47450-000 Gentio do Ouro - BA."
2393,75636,ESCOLA BENJAMIN CONSTANT,BA,Gentio do Ouro,"POVOADO DE BREJO, PREDIO. ZONA RURAL. 47450-000 Gentio do Ouro - BA."
2394,75637,ESCOLA CARNEIRO RIBEIRO,BA,Gentio do Ouro,"POVOADO DE ITAPICURU, PREDIO. ZONA RURAL. 47450-000 Gentio do Ouro - BA."
2395,75638,ESCOLA CORINO VITORIO,BA,Gentio do Ouro,"POVOADO DE MATOS, PREDIO. ZONA RURAL. 47450-000 Gentio do Ouro - BA."
2396,75639,ESCOLA EDMUNDO PEREIRA BASTOS,BA,Gentio do Ouro,"POVOADO DE CANA BRAVA, PREDIO. ZONA RURAL. 47450-000 Gentio do Ouro - BA."
2397,75640,ESCOLA GETULIO REGINALDO CUNHA,BA,Gentio do Ouro,"POVOADO DE SAO BENTO, PREDIO. ZONA RURAL. 47450-000 Gentio do Ouro - BA."
2398,75641,ESCOLA NOSSA SENHORA DE FATIMA,BA,Gentio do Ouro,"POVOADO DE AMARELO, PREDIO. ZONA RURAL. 47450-000 Gentio do Ouro - BA."
2399,75642,ESCOLA SAO SEBASTIAO,BA,Gentio do Ouro,"POVOADO DE CAPIM GROSSO, PREDIO. ZONA RURAL. 47450-000 Gentio do Ouro - BA."
2400,75643,ESCOLA SATIRO DE FREITAS,BA,Gentio do Ouro,"POVOADO DE DESTERRO, PREDIO. ZONA RURAL. 47450-000 Gentio do Ouro - BA."
2401,75644,ESCOLA MUNICIPAL 15 DE NOVEMBRO,BA,Gentio do Ouro,"PRACA ANTONIO NETO, S/N PREDIO. PITUBA. 47450-000 Gentio do Ouro - BA."
2402,75645,GRUPO ESCOLAR LUIS VIANA FILHO,BA,Gentio do Ouro,"RUA ANTONIO MARIANO BENTO, CASA. CENTRO. 47450-000 Gentio do Ouro - BA."
2403,75646,EE - COLEGIO ESTADUAL MARIA QUITERIA - TEMPO INTEGRAL,BA,Gentio do Ouro,"R. PCA EDMUNDO PEREIRA BASTOS, 212 CENTRO. 47450-000 Gentio do Ouro - BA."
2404,75647,ESCOLA NOSSA SENHORA DAS GRACAS,BA,Gentio do Ouro,"POVOADO DE LIMOEIRO, PREDIO. ZONA RURAL. 47450-000 Gentio do Ouro - BA."
2405,75648,ESCOLA JOSE LACERDA,BA,Gentio do Ouro,"POVOADO DE COTOVELO, PREDIO. ZONA RURAL. 47450-000 Gentio do Ouro - BA."
2406,75649,ESC JURACY MAGALHAES,BA,Gentio do Ouro,"POVOADO DE BREJO, PREDIO. ZONA RURAL. 47450-000 Gentio do Ouro - BA."
2407,75650,ESCOLA NILO PECANHA,BA,Gentio do Ouro,"POVOADO DE RIO DE CONTAS, PREDIO. ZONA RURAL. 47450-000 Gentio do Ouro - BA."
2408,75651,ESCOLA PADRE VIEIRA,BA,Gentio do Ouro,"POVOADO DE ESTREITO, PREDIO. ZONA RURAL. 47450-000 Gentio do Ouro - BA."
2409,75652,ESCOLA PEDRO NUNES DE ARAUJO,BA,Gentio do Ouro,"POVOADO DE MALHADA, PREDIO. ZONA RURAL. 47450-000 Gentio do Ouro - BA."
2410,75653,ESC SR DO BONFIM,BA,Gentio do Ouro,"POVOADO DE SAO GONCALO, PREDIO. ZONA RURAL. 47450-000 Gentio do Ouro - BA."
2411,75654,ESCOLA SANTA EUFRASIA,BA,Gentio do Ouro,"POVOADO DE UMBAUBA, PREDIO. ZONA RURAL. 47450-000 Gentio do Ouro - BA."
2412,75655,ESCOLA MUNICIPAL JOSE RIBEIRO DOS SANTOS,BA,Gentio do Ouro,"DISTRITO DE IBITUNANE, PREDIO. ZONA RURAL. 47450-000 Gentio do Ouro - BA."
2413,75656,ESCOLA HUMBERTO DE CAMPOS,BA,Gentio do Ouro,"POVOADO DE TIRIRICA, PREDIO. ZONA RURAL. 47450-000 Gentio do Ouro - BA."
2414,75657,ESCOLA PADRE ANCHIETA,BA,Gentio do Ouro,"POVOADO DE MATO GROSSO, PREDIO. ZONA RURAL. 47450-000 Gentio do Ouro - BA."
2415,75658,ESCOLA PADRE MANOEL DA NOBREGA,BA,Gentio do Ouro,"POVOADO DE GENTIO DOS CHAGAS, PREDIO. ZONA RURAL. 47450-000 Gentio do Ouro - BA."
2416,75659,ESCOLA DJALMA BESSA,BA,Gentio do Ouro,"PRACA DO COLEGIO, S/N PREDIO. ZONA RURAL. 47460-000 Gentio do Ouro - BA."
2417,75660,ESCOLA DOIS DE JULHO,BA,Gentio do Ouro,"POVOADO DE SAO JOSE, PREDIO. ZONA RURAL. 47450-000 Gentio do Ouro - BA."
2418,75661,TURIBIO SANTOS,BA,Gentio do Ouro,"POVOADO DE SAO FRANCISCO, PREDIO. ZONA RURAL. 47450-000 Gentio do Ouro - BA."
2419,75662,ESCOLA NOSSA SENHORA APARECIDA,BA,Gentio do Ouro,"POVOADO DE CEDRO, PREDIO. ZONA RURAL. 47450-000 Gentio do Ouro - BA."
2420,75663,SANTOS DUMONT,BA,Gentio do Ouro,"POVOADO DE MATO ESCURO, PREDIO. ZONA RURAL. 47450-000 Gentio do Ouro - BA."
2421,75664,ESCOLA SANTA MONICA,BA,Gentio do Ouro,"POVOADO DE MINEIRO, PREDIO. ZONA RURAL. 47450-000 Gentio do Ouro - BA."
2422,75665,ESCOLA SANTOS DUMONT,BA,Gentio do Ouro,"POVOADO DE ALAGOINHA, PREDIO. ZONA RURAL. 47450-000 Gentio do Ouro - BA."
2423,75666,ESCOLA SAO SEBASTIAO,BA,Gentio do Ouro,"POVOADO DE RETIRO, PREDIO. ZONA RURAL. 47450-000 Gentio do Ouro - BA."
2424,75667,GINASIO JOVELINA GOMES DE QUEIROZ,BA,Gentio do Ouro,"PRACA JOVELINA GOMES DE QUEIROZ, S/N PREDIO. PITUBA. 47450-000 Gentio do Ouro - BA."
2425,75668,ESCOLA LADISLAU REIS,BA,Gentio do Ouro,"RUA CORONEL JOSE NOGUJEIRA, S/Nº PREDIO ESCOLAR. ZONA RURAL. 47450-000 Gentio do Ouro - BA."
2426,75669,ESCOLAS REUNIDAS RENOVATO ALVES BARRETO,BA,Gentio do Ouro,"RUA CORONEL JOSE NOGUEIRA, S/Nº PREDIO ESCOLAR. ZONA RURAL. 47450-000 Gentio do Ouro - BA."
2427,75670,ESCOLA MUNICIPAL ANTONIO BARNABE,BA,Ibipeba,"RUA VOLTA GRANDE, S/N PREDIO. POVOADO DE SAO TOME. 44970-000 Ibipeba - BA."
2428,75671,COLEGIO MUNICIPAL SAMUEL DAMACENO,BA,Ibipeba,"RUA IBIPEBA, S/N PREDIO. LAGOA DO CEDRO. 44970-000 Ibipeba - BA."
2429,75672,COLEGIO MUNICIPAL LUIS ALVES BARRETO,BA,Ibipeba,"RUA RUI BARBOSA, 607 PREDIO. CENTRO. 44970-000 Ibipeba - BA."
2430,75673,ESCOLA PRESIDENTE MEDICE,BA,Ibipeba,"POVOADO DE MOCOBEU, SN PREDIO. ZONA RURAL. 44970-000 Ibipeba - BA."
2431,75674,ESCOLA SAO MARCOS,BA,Ibipeba,"POVOADO DE ANGICO, SN CASA. ZONA RURAL. 44970-000 Ibipeba - BA."
2432,75675,ESCOLA SANTA TEREZINHA,BA,Ibipeba,"RUA VOLTA GRANDE, S/N PREDIO. POVOADO DE SAO TOME. 44970-000 Ibipeba - BA."
2433,75676,ESCOLA ANA NERY,BA,Ibipeba,"POVOADO DE ALEIXO, SN PREDIO. ZONA RURAL. 44970-000 Ibipeba - BA."
2434,75677,ESCOLA ANA NERY,BA,Ibipeba,"POVOADO DE RECIFE, SN CASA. ZONA RURAL. 44970-000 Ibipeba - BA."
2435,75678,EE - ESCOLA ESTADUAL ANTONIO BALBINO - DISTRITO DE IGUITU,BA,Ibipeba,"R. RUA DA IGREJA, 00461 PREDIO. CENTRO. 44970-000 Ibipeba - BA."
2436,75679,ESCOLA DUQUE DE CAXIAS,BA,Ibipeba,"POVOADO DE VELAMES, SN PREDIO. ZONA RURAL. 44970-000 Ibipeba - BA."
2437,75680,EE - COLEGIO ESTADUAL ANTONIO CARLOS MAGALHAES,BA,Ibipeba,"R. RUA JOSUE ALVES BARRETO, 380 CENTRO. 44970-000 Ibipeba - BA."
2438,75681,ESCOLA JOAO PAULO II,BA,Ibipeba,"POVOADO DE SAO TOME, SN PREDIO. ZONA RURAL. 44970-000 Ibipeba - BA."
2439,75682,ESCOLA MOISES ANDRADE,BA,Ibipeba,"POVOADO DE SEGREDO, SN PREDIO. ZONA RURAL. 44970-000 Ibipeba - BA."
2440,75683,ESCOLA MUNICIPAL DE MIROROS,BA,Ibipeba,"RUA DA MATRIZ, SN PREDIO. MIROROS. 44970-000 Ibipeba - BA."
2441,75684,ESCOLA OLAVO BILAC,BA,Ibipeba,"RUA DO COMERCIO, SN PREDIO. MIROROS. 44970-000 Ibipeba - BA."
2442,75685,ESCOLA PEDRO AMERICO,BA,Ibipeba,"POVOADO DE VEREDA DE CAMPOS BELOS, SN PREDIO. ZONA RURAL. 44970-000 Ibipeba - BA."
2443,75686,ESCOLA RUI BARBOSA,BA,Ibipeba,"POVOADO DE OLHOS DAGUA DOS BATATAS, SN PREDIO. ZONA RURAL. 44970-000 Ibipeba - BA."
2444,75687,GRUPO ESCOLAR DAVID GRAMAGOL,BA,Ibipeba,"RUA IBIPEBA, S/N PREDIO. LAGOA DO CEDRO. 44970-000 Ibipeba - BA."
2445,75688,GRUPO ESCOLAR ERNESTINO ALVES BARRETO,BA,Ibipeba,"RUA PORFIRIO PAIVA, S/N PREDIO. LAGOA GRANDE. 44970-000 Ibipeba - BA."
2446,75689,GRUPO ESCOLAR JOANA DARK,BA,Ibipeba,"POVOADO DE LAGOA DO CEDRO, SN PREDIO. ZONA RURAL. 44970-000 Ibipeba - BA."
2447,75690,EE - COLEGIO ESTADUAL JOSE DE ANCHIETA - DISTRITO DE MIROROS,BA,Ibipeba,"R. RUA DA IGREJA, 00147 MIROROS. 44970-000 Ibipeba - BA."
2448,75691,COLEGIO MUN DE MIROROS EPAMINONDAS ROCHA,BA,Ibipeba,"PRACA DO COLEGIO, S/N PREDIO. MIROROS. 44970-000 Ibipeba - BA."
2449,75692,ESCOLA ARGEMIRO CELESTINO DOS SANTOS,BA,Ibipeba,"RUA DA MATRIZ, SNº PREDIO. MIROROS. 44970-000 Ibipeba - BA."
2450,75693,GRUPO ESCOLAR NECY NOVAES,BA,Ibipeba,"POVOADO DE OLHOS DAGUA DO BADU, SN PREDIO. ZONA RURAL. 44970-000 Ibipeba - BA."
2451,75694,EE - COLEGIO ESTADUAL DEMOCRATICO DE IBITITA,BA,Ibititá,"NULL PROFESSORA ELZY OLIVEIRA CARDOSO, 00111 CENTRO. 44960-000 Ibititá - BA."
2452,75695,ESCOLA ABILIO MARQUES DOURADO,BA,Ibititá,"POVOADO DE MEIOS, SN PREDIO. MEIO RURAL. 44960-000 Ibititá - BA."
2453,75696,ESCOLA ARTUR DOURADO MATOS,BA,Ibititá,"POVOADO DE PEDRA LISA, SN PREDIO. MEIO RURAL. 44960-000 Ibititá - BA."
2454,75697,ESCOLA CASTRO ALVES,BA,Ibititá,"POVOADO DE PEDRA, SN PREDIO. MEIO RURAL. 44960-000 Ibititá - BA."
2455,75698,ESC ELVIRA MARQUES DOURADO,BA,Ibititá,"RUA DO GELO, S/Nº PREDIO ESCOLAR. GELO. 44960-000 Ibititá - BA."
2456,75699,ESCOLA EMILIO GARRASTAZU MEDICE,BA,Ibititá,"POVOADO DE FAZ LUCAS, 44960-000 Ibititá - BA."
2457,75700,ESCOLA NECY NOVAES,BA,Ibititá,"POVOADO, 44960-000 Ibititá - BA."
2458,75701,ESC REINALDO ARAUJO TEIXEIRA,BA,Ibititá,"POVOADO DE CALDEIRAO DA GIA, SN PREDIO. MEIO RURAL. 44960-000 Ibititá - BA."
2459,75702,ESCOLA RURAL DE RECIFE DOS CARDOSOS,BA,Ibititá,"POVOADO DE RECIFE DOS CARDOSOS, SN PREDIO. MEIO RURAL. 44960-000 Ibititá - BA."
2460,75703,ESC TOBIAS BARRETO,BA,Ibititá,"POVOADO DE OURICURI DE JOAO DE ONORIO, SN PREDIO. MEIO RURAL. 44960-000 Ibititá - BA."
2461,75704,ESCOLA ANTONILIA LUCAS,BA,Ibititá,"POVOADO DE LAGOA DA PEDRA, 44960-000 Ibititá - BA."
2462,75705,ESC ANTONILIA ROSA DE JESUS,BA,Ibititá,"POVOADO DE LAGOA DA PEDRA, SN PREDIO. MEIO RURAL. 44960-000 Ibititá - BA."
2463,75706,ESCOLA CASTRO ALVES,BA,Ibititá,"POVOADO DE MATO VERDE, 44960-000 Ibititá - BA."
2464,75707,ESCOLA DERALDO DA SILVA DOURADO,BA,Ibititá,"POVOADO DE BATATAS, SN PREDIO. MEIO RURAL. 44960-000 Ibititá - BA."
2465,75708,ESCOLA FAUSTINIANO LOPES RIBEIRO,BA,Ibititá,"POVOADO DE PAU DARCO, SN PREDIO. MEIO RURAL. 44960-000 Ibititá - BA."
2466,75709,ESCOLA JOAO EVANGELISTA DIAS,BA,Ibititá,"POVOADO DE FAVELEIRA, SN PREDIO. MEIO RURAL. 44960-000 Ibititá - BA."
2467,75710,ESCOLA JOSE JOAQUIM SEABRA,BA,Ibititá,"POVOADO DE RECIFE DO LINO, SN PREDIO. MEIO RURAL. 44960-000 Ibititá - BA."
2468,75711,ESCOLA MANOEL QUIRINO DE QUEIROZ,BA,Ibititá,"POVOADO DE MATO VERDE, SN PREDIO. MEIO RURAL. 44960-000 Ibititá - BA."
2469,75712,ESCOLA MARTINIANO MARQUES DOURADO,BA,Ibititá,"RUA NOVA BRASILIA, S/N PREDIO. RIACHO. 44960-000 Ibititá - BA."
2470,75713,ESCOLA PEDRO MANCO CABRAL,BA,Ibititá,"POVOADO DE RECIFE DOS CARDOSOS, 44960-000 Ibititá - BA."
2471,75714,ESCOLA RUI BARBOSA,BA,Ibititá,"POVOADO DE LAJEDAO, SN PREDIO. MEIO RURAL. 44960-000 Ibititá - BA."
2472,75715,ESCOLA RURAL DE CEARENSE,BA,Ibititá,"POVOADO DE CEARENCE, 44960-000 Ibititá - BA."
2473,75716,ESCOLA TIRADENTES,BA,Ibititá,"POVOADO DE BO VISTA, SN PREDIO. MEIO RURAL. 44960-000 Ibititá - BA."
2474,75717,GRUPO ESCOLAR HERMANO M DOURADO,BA,Ibititá,"RUA ALTO DA ESTRELA, 42 PREDIO. CENTRO. 44960-000 Ibititá - BA."
2475,75718,GRUPO ESCOLAR LUIS VIANA FILHO,BA,Ibititá,"RUA LUIZ VIANA FILHO, SN PREDIO. CENTRO. 44960-000 Ibititá - BA."
2476,75719,ESCOLA JOSE DE ALENCAR,BA,Ibititá,"PRACA DO GINASIO, S/N CASA. CANOAO. 44960-000 Ibititá - BA."
2477,75720,ESC ANTONIO CARLOS MAGALHAES,BA,Ibititá,"RUA MARIO GAMA, SN PREDIO. MEIO RURAL. 44960-000 Ibititá - BA."
2478,75721,ESCOLA JOSE BONIFACIO,BA,Ibititá,"POVOADO DE ALTO DA CRUZ, SN PREDIO. MEIO RURAL. 44960-000 Ibititá - BA."
2479,75722,ESCOLA MANOEL NOVAES,BA,Ibititá,"RUA PRACA DA MATRIZ POVOADO DE LAGOA DO LEITE, S/N CASA. POVOADO. 44960-000 Ibititá - BA."
2480,75723,ESCOLA SANTA RITA,BA,Ibititá,"RUA PRACA DO COLEGIO, S/N CASA. POVOADO LAGOA DO LEITE. 44960-000 Ibititá - BA."
2481,75724,ESCOLA MUNICIPAL ALTINO RODRIGUES,BA,Iraquara,"POVOADO ZABELE I, S/N CASA. ZONA RURAL. 46980-000 Iraquara - BA."
2482,75725,EE - CENTRO EDUCACIONAL MANOEL TEIXEIRA LEITE,BA,Iraquara,"NULL DAS ARVORES, 00022 CENTRO. 46980-000 Iraquara - BA."
2483,75726,EDUCANDARIO ANISIO DE SOUZA MARQUES,BA,Iraquara,"POVOADO DE QUEIMADA, SN PREDIO. ZONA RURAL. 46980-000 Iraquara - BA."
2484,75727,EDUCANDARIO ROBERTO FIGUEIRA SANTOS,BA,Iraquara,"POVOADO DE IRAPORANGA, SN PREDIO. CENTRO. 46980-000 Iraquara - BA."
2485,75728,ESCOLA MUNICIPAL EMIDIO PEREIRA EVANGELISTA,BA,Iraquara,"POVOADO DE MATINHA, ZONA RURAL. 46980-000 Iraquara - BA."
2486,75729,ESCOLA MUNICIPAL ANISIO TEIXEIRA,BA,Iraquara,"POVOADO DO SONHEM, PREDIO. ZONA RURAL. 46980-000 Iraquara - BA."
2487,75730,ESCOLA COMUNITARIA BAIXA DA JURITI,BA,Iraquara,"POVOADO DE BAIXA DA JURITI, S/N ZONA RURAL. 46980-000 Iraquara - BA."
2488,75731,ESCOLA MUNICIPAL DR REINALDO AZEVEDO VIANA,BA,Iraquara,"POVOADO VEREDA, SN ZONA RURAL. 46980-000 Iraquara - BA."
2489,75732,ESCOLA MUNICIPAL ENEDINO JOSE LIMA,BA,Iraquara,"POVOADO DE QUEIMADA II, ZONA RURAL. 46980-000 Iraquara - BA."
2490,75733,ESCOLA MUNICIPAL MANOEL FELIX DA CRUZ,BA,Iraquara,"PRACA DAS ARVORES, S/Nº PREDIO. CENTRO. 46980-000 Iraquara - BA."
2491,75734,ESCOLA MUNICIPAL HORACIO DE MATOS,BA,Iraquara,"POVOADO QUEIMADA GRANDE, SN ZONA RURAL. 46980-000 Iraquara - BA."
2492,75735,ESCOLA MUNICIPAL SANTO ANTONIO,BA,Iraquara,"POVOADO DE RIACHO DAS ALMAS, S/N AREA RURAL. 46980-000 Iraquara - BA."
2493,75736,ESCOLA MUNICIPAL POSSIDONIO FRANCISCO NEVES,BA,Iraquara,"POVOADO DE CAJAZEIRA, ZONA RURAL. 46980-000 Iraquara - BA."
2494,75737,ESCOLA DE 1 GRAU ARTEMIZIA RODRIGUES NOGUEIRA,BA,Iraquara,"POVOADO DE SANTA RITA, S/N ZONA RURAL. 46980-000 Iraquara - BA."
2495,75738,ESCOLA MUNICIPAL DE 1 GRAU RUI BARBOSA,BA,Iraquara,"POVOADO DE AGUA DE REGA, SN CASA. AREA RURAL. 46980-000 Iraquara - BA."
2496,75739,ESCOLA MUNICIPAL JULIAO DE SOUZA BRAGA,BA,Iraquara,"POVOADO DE LAGOA SECA, SN ZONA RURAL. 46980-000 Iraquara - BA."
2497,75740,ESCOLA MUNICIPAL GENELICIO COSTA TEIXEIRA,BA,Iraquara,"POVOADO GAMELEIRINHA, SN PREDIO. ZONA RURAL. 46980-000 Iraquara - BA."
2498,75741,ESCOLA MUNICIPAL JOAO JOSE PIRES,BA,Iraquara,"POV DE MULUNGU DOS PIRES, 46980-000 Iraquara - BA."
2499,75742,ESCOLA MUNICIPAL JOAQUIM DE SOUZA BRITO,BA,Iraquara,"POVOADO DE ESCONSO, SN PREDIO. RURAL. 46980-000 Iraquara - BA."
2500,75743,ESCOLA MUNICIPAL JORGE ALVES DE OLIVEIRA,BA,Iraquara,"POVOADO QUIXABA, ZONA RURAL. 46980-000 Iraquara - BA."
2501,75744,ESCOLA MUNICIPAL JOAO DE SOUZA SANTOS,BA,Iraquara,"POVOADO DE DUAS BARRAS, 46980-000 Iraquara - BA."
2502,75745,ESCOLA MUNICIPAL SANTA TERESINHA,BA,Iraquara,"POVOADO MULUNGU DA ZABELE, SN ZONA RURAL. 46980-000 Iraquara - BA."
2503,75746,ESCOLA MUNICIPAL CLERISTON ANDRADE,BA,Iraquara,"POVOADO DE CAATINGUINHA, 46980-000 Iraquara - BA."
2504,75747,ESCOLA MUNICIPAL ISABEL MARIA NOVAIS,BA,Iraquara,"POVOADO CALUMBI, SN ZONA RURAL. 46980-000 Iraquara - BA."
2505,75748,ESCOLA MUNICIPAL PRES ARTHUR DA COSTA E SILVA,BA,Iraquara,"POVOADO SANTISSIMO I, SN CASA. ZONA RURAL. 46980-000 Iraquara - BA."
2506,75749,ESCOLA MUNICIPAL JANDIRA PINHEIRO,BA,Iraquara,"POVOADO RIACHO DO MEL, SN ZONA RURAL. 46980-000 Iraquara - BA."
2507,75750,GRUPO ESCOLAR ODILON TORRES,BA,Iraquara,"RUA DO PREDIO ESCOLAR, SN ZONA RURAL. 46980-000 Iraquara - BA."
2508,75751,COLEGIO MUNICIPAL DE ANGICAL,BA,Irecê,"RUA DA FIGUEIRA, S/N PREDIO. ANGICAL. 44900-000 Irecê - BA."
2509,75752,COLEGIO MUNICIPAL DE IRECE,BA,Irecê,"PRACA DA BIBLIA, S/N PREDIO ESCOLAR. CENTRO. 44900-000 Irecê - BA."
2510,75753,ESCOLA ADOLFO MOITINHO DOURADO,BA,Irecê,"PRACA ADELMO DOURADO, S/N POVOADO DE ACHADO. POVOADO DE ACHADO. 44900-000 Irecê - BA."
2511,75754,ESCOLA PROFESSORA ANITA MARQUES DOURADO,BA,Irecê,"RUA ANTONIO FRANCA DOURADO, 01 ESCOLA. POVOADO DE MEIA HORA. 44900-000 Irecê - BA."
2512,75755,ESCOLA MUNICIPAL ANTONIO CARLOS MAGALHAES,BA,Irecê,"RUA RIO AMAZONAS, S/N TERREO. RECANTO DAS ARVORES. 44900-000 Irecê - BA."
2513,75756,ESCOLA FLORIANO DOURADO,BA,Irecê,"RUA DO PREDIO ESCOLAR, S/N ESCOLA. POVOADO QUEIMADA DO FLORIANO. 44900-000 Irecê - BA."
2514,75757,ESCOLA MUNICIPAL JOSE PEREIRA DURVAL,BA,Irecê,"RUA DA IGREJA, S/N PREDIO ESCOLAR. UMBUZEIRO. 44900-000 Irecê - BA."
2515,75758,ESCOLA MUNICIPAL ANTONIO RODRIGUES DA ROCHA,BA,Irecê,"PRACA ANTONIO RODRIGUES DA ROCHA, S/N PREDIO ESCOLAR. QUEIMADA NOVA DOS RODRIGUES. 44900-000 Irecê - BA."
2516,75759,ESCOLA MUNICIPAL SAO PEDRO,BA,Irecê,"RUA XIQUE-XIQUE, 150 Nº 150. FUNDACAO BRADESCO. 44900-000 Irecê - BA."
2517,75760,ESCOLA MUNICIPAL SINESIA CALDEIRA BELA,BA,Irecê,"RUA BOA ESPERANCA, S/N BAIXAO DE SINESIA. 44900-000 Irecê - BA."
2518,75761,ESCOLA NOSSA SENHORA APARECIDA,BA,Irecê,"RUA SEVERIANO MOITINHO, 236 PREDIO. NOVO HORIZONTE. 44900-000 Irecê - BA."
2519,75762,ESCOLA TENENTE WILSON MARQUES MOITINHO,BA,Irecê,"RUA SAO FRANCISCO, S N COOPIRECE. 44900-000 Irecê - BA."
2520,75763,EE - CENTRO TERRITORIAL DE EDUCACAO PROFISSIONAL DE IRECE,BA,Irecê,"R. EST VELHA DA FAZ. BAIXAO, FAZBAIXAO,FAZ,FAZ. BAIXAO DE SINESIA. 44900-000 Irecê - BA."
2521,75764,EE - COLEGIO ESTADUAL LUIZ VIANA FILHO,BA,Irecê,"R. AVENIDA CARAIBAS, 931 PREDIO. CENTRO. 44900-000 Irecê - BA."
2522,75765,ESCOLA IRENE GAROFANI,BA,Irecê,"RUA FERNANDO DE NORONHA, S/N PREDIO. ALTO DO MOURA. 44900-000 Irecê - BA."
2523,75766,ESCOLA MUNICIPAL JOSE PEREIRA DE OLIVEIRA,BA,Irecê,"RUA DO COMERCIO, S/N PREDIO. FAZENDA NOVA. 44900-000 Irecê - BA."
2524,75767,ESCOLA MUNICIPAL PADRE CICERO,BA,Irecê,"RUA MAJOR RUBENS VAZ, S/N RUA. SILVA PEREIRA. 44900-000 Irecê - BA."
2525,75768,ESCOLA MUNICIPAL ANISIO TEIXEIRA,BA,Irecê,"RUA DA CAIXA D AGUA, S/N PREDIO ESCOLAR. POV LAGOA NOVA. 44900-000 Irecê - BA."
2526,75769,ESCOLA MUNICIPAL DUQUE DE CAXIAS,BA,Irecê,"RUA LARGO DA RODOVIARIA, S/N PROXIMO A RODOVIARIA. CENTRO. 44900-000 Irecê - BA."
2527,75770,ESCOLA MUNICIPAL JOSE FRANCISCO NUNES,BA,Irecê,"RUA DOS CRENTES, SN ESCOLA. VILA DE ITAPICURU. 44900-000 Irecê - BA."
2528,75771,ESCOLA MUNICIPAL LUIS MARIO DOURADO,BA,Irecê,"RUA SANTA CATARINA, S/N ALTO DO MOURA. 44900-000 Irecê - BA."
2529,75772,ESCOLA MUNICIPAL LUIZ VIANA FILHO,BA,Irecê,"RUA HORACIO FERNANDES, S/N PREDIO. SAO FRANCISCO. 44900-000 Irecê - BA."
2530,75773,ESCOLA MUNICIPAL MARCIONILIO ROSA,BA,Irecê,"PRACA MARCIONILIO ROSA, SN O. BOA VISTA. 44900-000 Irecê - BA."
2531,75774,ESCOLA RURAL DE ANGICAL,BA,Irecê,"SEM, 44900-000 Irecê - BA."
2532,75775,ESCOLA MUNICIPAL PROFESSOR JOEL AMERICANO LOPES,BA,Irecê,"RUA 13 DE FEVEREIRO, S/N PROX AO HOSPITAL MUN. SAO JOSE. 44900-000 Irecê - BA."
2533,75776,MARECHAL DEODORO DA FONSECA,BA,Irecê,"RUA DAS FLORES, S/N POVOADO DE BAIXAO DE ZE PRETO. 44900-000 Irecê - BA."
2534,75777,RURAL DE ITAPICURU,BA,Irecê,"RUA DA CAIXA DAGUA, S/N ESCOLA. VILA. 44900-000 Irecê - BA."
2535,75778,ESCOLA MUNICIPAL PROFª ANTONIA DA SILVA DOURADO,BA,João Dourado,"PRACA SAO JOSE, SN PREDIO ESCOLAR. CENTRO. 44920-000 João Dourado - BA."
2536,75779,EE - COLEGIO ESTADUAL IDALINA DA SILVA DOURADO,BA,João Dourado,"NULL JOAQUIM AUGUSTO DOURADO, 00021 CENTRO. 44920-000 João Dourado - BA."
2537,75780,CENTRO DE EDUC INFANTIL PROFª ANA GUANAES DOURADO,BA,João Dourado,"PRACA VITOR MOREIRA, 21 PREDIO ESCOLAR. CENTRO. 44920-000 João Dourado - BA."
2538,75781,ESCOLA ANTONIO NUNES DOURADO,BA,João Dourado,"RUA DO PREDIO, SN PREDIO. POVOADO RIACHO. 44920-000 João Dourado - BA."
2539,75782,ESCOLA MUNICIPAL CAROLINA SILVA DOURADO,BA,João Dourado,"AVENIDA LINDOLFO CARDOSO, 109 CENTRO. 44920-000 João Dourado - BA."
